customer_id,created_by,registered_at,gender,birthday,membership_tier,is_sms,is_email,is_line
859,Online,2022-05-08,Male,1972-05-08,Silver,1,1,0
860,In-store,2022-05-09,Male,1972-05-09,Regular,0,1,1
861,In-store,2022-05-10,Female,1972-05-10,Gold,0,0,0
862,Online,2022-05-11,Male,1972-05-11,Silver,1,0,0
863,In-store,2022-05-12,Female,1972-05-12,Regular,0,1,1
864,Online,2022-05-13,Other,1972-05-13,Gold,0,0,0
865,Online,2022-05-14,Male,1972-05-14,Silver,1,0,0
866,Online,2022-05-15,Female,1972-05-15,Gold,0,0,0
867,Online,2022-05-16,Other,1972-05-16,Silver,0,1,0
868,In-store,2022-05-17,Other,1972-05-17,Silver,1,1,0
869,Online,2022-05-18,Other,1972-05-18,Gold,1,1,1
870,Online,2022-05-19,Female,1972-05-19,Gold,0,1,0
871,In-store,2022-05-20,Male,1972-05-20,Silver,1,1,1
872,Online,2022-05-21,Male,1972-05-21,Regular,1,1,0
873,In-store,2022-05-22,Female,1972-05-22,Gold,0,1,0
874,Online,2022-05-23,Male,1972-05-23,Silver,0,0,1
875,Online,2022-05-24,Female,1972-05-24,Silver,1,1,1
876,Online,2022-05-25,Male,1972-05-25,Regular,0,1,0
877,Online,2022-05-26,Other,1972-05-26,Regular,1,0,0
878,Online,2022-05-27,Male,1972-05-27,Regular,1,0,1
879,Online,2022-05-28,Female,1972-05-28,Gold,0,0,1
880,In-store,2022-05-29,Female,1972-05-29,Silver,0,1,1
881,Online,2022-05-30,Other,1972-05-30,Silver,1,0,1
882,In-store,2022-05-31,Female,1972-05-31,Silver,1,1,0
883,In-store,2022-06-01,Male,1972-06-01,Regular,1,1,0
884,Online,2022-06-02,Male,1972-06-02,Silver,1,1,0
885,In-store,2022-06-03,Other,1972-06-03,Gold,0,0,0
886,Online,2022-06-04,Female,1972-06-04,Regular,1,0,0
887,In-store,2022-06-05,Other,1972-06-05,Regular,0,1,1
888,Online,2022-06-06,Male,1972-06-06,Regular,0,1,1
889,In-store,2022-06-07,Other,1972-06-07,Regular,1,1,1
890,In-store,2022-06-08,Female,1972-06-08,Gold,0,0,0
891,Online,2022-06-09,Other,1972-06-09,Silver,0,1,1
892,In-store,2022-06-10,Female,1972-06-10,Gold,1,0,0
893,Online,2022-06-11,Female,1972-06-11,Silver,0,1,0
894,Online,2022-06-12,Male,1972-06-12,Gold,0,0,0
895,Online,2022-06-13,Male,1972-06-13,Regular,1,1,1
896,Online,2022-06-14,Male,1972-06-14,Regular,1,0,0
897,Online,2022-06-15,Female,1972-06-15,Gold,1,0,0
898,In-store,2022-06-16,Other,1972-06-16,Gold,1,0,1
899,In-store,2022-06-17,Female,1972-06-17,Silver,1,0,0
900,In-store,2022-06-18,Male,1972-06-18,Gold,1,0,1
901,Online,2022-06-19,Male,1972-06-19,Gold,1,0,0
902,In-store,2022-06-20,Other,1972-06-20,Silver,0,1,1
903,In-store,2022-06-21,Male,1972-06-21,Silver,0,1,0
904,In-store,2022-06-22,Male,1972-06-22,Silver,1,1,0
905,In-store,2022-06-23,Male,1972-06-23,Gold,0,1,1
906,In-store,2022-06-24,Other,1972-06-24,Silver,0,0,0
907,Online,2022-06-25,Female,1972-06-25,Regular,1,1,1
908,Online,2022-06-26,Male,1972-06-26,Regular,0,0,0
909,In-store,2022-06-27,Other,1972-06-27,Regular,1,0,1
910,Online,2022-06-28,Male,1972-06-28,Gold,0,0,0
911,Online,2022-06-29,Other,1972-06-29,Regular,1,1,0
912,In-store,2022-06-30,Male,1972-06-30,Gold,0,0,0
913,In-store,2022-07-01,Other,1972-07-01,Gold,0,1,1
914,Online,2022-07-02,Male,1972-07-02,Regular,0,1,1
915,In-store,2022-07-03,Female,1972-07-03,Silver,1,1,1
916,Online,2022-07-04,Male,1972-07-04,Gold,0,1,1
917,Online,2022-07-05,Other,1972-07-05,Regular,0,1,1
918,In-store,2022-07-06,Male,1972-07-06,Gold,1,0,0
919,Online,2022-07-07,Female,1972-07-07,Silver,1,0,0
920,Online,2022-07-08,Male,1972-07-08,Silver,0,1,0
921,Online,2022-07-09,Other,1972-07-09,Regular,0,0,0
922,In-store,2022-07-10,Other,1972-07-10,Gold,0,1,0
923,In-store,2022-07-11,Female,1972-07-11,Gold,0,0,1
924,In-store,2022-07-12,Other,1972-07-12,Gold,1,0,0
925,In-store,2022-07-13,Male,1972-07-13,Gold,0,0,1
926,Online,2022-07-14,Male,1972-07-14,Regular,0,0,0
927,In-store,2022-07-15,Male,1972-07-15,Silver,1,0,1
928,In-store,2022-07-16,Other,1972-07-16,Regular,0,0,1
929,In-store,2022-07-17,Male,1972-07-17,Gold,0,0,1
930,In-store,2022-07-18,Male,1972-07-18,Gold,0,0,0
931,Online,2022-07-19,Male,1972-07-19,Silver,1,0,0
932,Online,2022-07-20,Female,1972-07-20,Gold,1,0,0
933,Online,2022-07-21,Other,1972-07-21,Regular,0,0,0
934,In-store,2022-07-22,Other,1972-07-22,Regular,0,0,1
935,In-store,2022-07-23,Other,1972-07-23,Silver,1,0,1
936,Online,2022-07-24,Female,1972-07-24,Regular,0,1,1
937,In-store,2022-07-25,Other,1972-07-25,Regular,0,0,1
938,In-store,2022-07-26,Female,1972-07-26,Regular,1,0,0
939,Online,2022-07-27,Female,1972-07-27,Regular,1,0,1
940,Online,2022-07-28,Other,1972-07-28,Gold,1,0,0
941,In-store,2022-07-29,Male,1972-07-29,Regular,0,0,1
942,In-store,2022-07-30,Male,1972-07-30,Silver,0,0,1
943,In-store,2022-07-31,Other,1972-07-31,Silver,0,1,1
944,Online,2022-08-01,Other,1972-08-01,Regular,0,1,0
945,Online,2022-08-02,Female,1972-08-02,Silver,1,1,0
946,Online,2022-08-03,Other,1972-08-03,Regular,0,0,1
947,Online,2022-08-04,Female,1972-08-04,Silver,0,0,1
948,In-store,2022-08-05,Other,1972-08-05,Silver,1,0,1
949,Online,2022-08-06,Male,1972-08-06,Regular,1,1,0
950,Online,2022-08-07,Male,1972-08-07,Regular,0,0,0
951,In-store,2022-08-08,Other,1972-08-08,Gold,1,0,0
952,In-store,2022-08-09,Female,1972-08-09,Regular,1,1,1
953,In-store,2022-08-10,Male,1972-08-10,Regular,0,1,0
954,Online,2022-08-11,Female,1972-08-11,Gold,0,0,1
955,In-store,2022-08-12,Other,1972-08-12,Regular,0,0,0
956,In-store,2022-08-13,Other,1972-08-13,Regular,0,0,1
957,Online,2022-08-14,Male,1972-08-14,Gold,1,0,1
958,Online,2022-08-15,Other,1972-08-15,Regular,1,1,0
959,In-store,2022-08-16,Male,1972-08-16,Regular,0,0,1
960,Online,2022-08-17,Female,1972-08-17,Gold,0,0,1
961,In-store,2022-08-18,Male,1972-08-18,Gold,1,1,1
962,In-store,2022-08-19,Male,1972-08-19,Silver,0,0,0
963,Online,2022-08-20,Female,1972-08-20,Regular,0,0,1
964,In-store,2022-08-21,Male,1972-08-21,Silver,0,1,0
965,Online,2022-08-22,Male,1972-08-22,Silver,0,1,0
966,Online,2022-08-23,Other,1972-08-23,Gold,1,0,1
967,Online,2022-08-24,Female,1972-08-24,Regular,0,1,0
968,In-store,2022-08-25,Male,1972-08-25,Regular,1,1,1
969,Online,2022-08-26,Female,1972-08-26,Gold,0,0,0
970,Online,2022-08-27,Female,1972-08-27,Silver,0,1,1
971,In-store,2022-08-28,Male,1972-08-28,Gold,1,0,0
972,In-store,2022-08-29,Other,1972-08-29,Regular,0,0,1
973,In-store,2022-08-30,Female,1972-08-30,Gold,1,0,1
974,In-store,2022-08-31,Male,1972-08-31,Regular,0,0,1
975,Online,2022-09-01,Female,1972-09-01,Silver,0,1,1
976,Online,2022-09-02,Other,1972-09-02,Regular,0,0,0
977,Online,2022-09-03,Other,1972-09-03,Silver,0,0,0
978,In-store,2022-09-04,Other,1972-09-04,Silver,0,0,1
979,In-store,2022-09-05,Male,1972-09-05,Regular,1,0,0
980,Online,2022-09-06,Male,1972-09-06,Regular,1,1,1
981,In-store,2022-09-07,Other,1972-09-07,Silver,0,1,1
982,In-store,2022-09-08,Male,1972-09-08,Gold,0,1,0
983,Online,2022-09-09,Other,1972-09-09,Regular,1,0,0
984,Online,2022-09-10,Male,1972-09-10,Silver,1,1,1
985,In-store,2022-09-11,Other,1972-09-11,Silver,0,1,0
986,In-store,2022-09-12,Female,1972-09-12,Gold,0,0,1
987,In-store,2022-09-13,Other,1972-09-13,Regular,1,1,0
988,Online,2022-09-14,Other,1972-09-14,Silver,0,0,0
989,Online,2022-09-15,Male,1972-09-15,Gold,1,1,0
990,Online,2022-09-16,Male,1972-09-16,Silver,0,1,0
991,Online,2022-09-17,Male,1972-09-17,Regular,1,1,0
992,Online,2022-09-18,Male,1972-09-18,Gold,1,1,1
993,In-store,2022-09-19,Male,1972-09-19,Silver,0,0,0
994,In-store,2022-09-20,Male,1972-09-20,Gold,1,0,0
995,In-store,2022-09-21,Female,1972-09-21,Regular,0,1,1
996,Online,2022-09-22,Other,1972-09-22,Gold,0,0,1
997,Online,2022-09-23,Other,1972-09-23,Regular,0,1,1
998,Online,2022-09-24,Other,1972-09-24,Silver,0,1,0
999,In-store,2022-09-25,Female,1972-09-25,Regular,1,1,0
1000,Online,2022-09-26,Other,1972-09-26,Silver,0,1,1
